locus,title,description,function
 new_1159082_1159149, S388, new RNA feature, new_1159082_1159149
 BSU_18470, proJ, glutamate 5-kinase, osmoadaptive de novo production of proline
 BSU_37740, bacA, bacilysin biosynthesis protein, BSU_37740
 BSU_33730, opuBA, choline and arsenocholine [wiki|ABC transporter] (ATP-binding protein), compatible solute transport
 BSU_17250, ymaE, unknown, unknown
 new_4094722_4095322_c, S1533, new RNA feature, new_4094722_4095322_c
 BSU_39790, yxcE, unknown, unknown
 BSU_03320, nasB, nitrate reductase (electron transfer subunit), utilization of nitrate
 new_2854560_2854625_c, S1058, new RNA feature, new_2854560_2854625_c
 BSU_33780, sdpI, immunity protein, BSU_33780
 BSU_05280, ydeO, unknown, unknown
 new_1695136_1695253, S585, new RNA feature,
 new_1695136_1695253, , ,
 BSU_20880, yopI, unknown, unknown
 new_1484357_1484465, S515, new RNA feature,
 new_1484357_1484465, , ,
 BSU_31890, yukC, membrane pseudokinase-like protein, BSU_31890
 BSU_21050, yonN, SP prophage-derived DNA-binding protein HU 2, untwisting of the DNA double helix
 BSU_16240, fliI, flagellar-specific ATPase for the export of flagellar proteins, export of flagellar proteins
 BSU_24920, yqgL, unknown, unknown
 BSU_19790, cgeB, maturation of the outermost layer of the spore, maturation of the outermost layer of the spore
 BSU_00520, ctc, general stress protein, BSU_00520
 BSU_05040, yddN, similar to alkanal monooxygenase, unknown
 BSU_16510, pyrH, uridylate kinase, pyrimidine biosynthesis
 BSU_20260, yorT, unknown, unknown
 BSU_17200, pksM, polyketide synthase, polyketide synthesis
 BSU_30120, yteR, galacturonyl hydrolase, BSU_30120
 BSU_14470, mreBH, [wiki|cell shape]-determining protein, the polymers control/restrict the mobility of the cell wall elongation enzyme complex
 new_1535752_1535847_c, S535, new RNA feature, new_1535752_1535847_c
 new_135170_135363, S55, new RNA feature, new_135170_135363
 BSU_21940, degR, regulation of degradative enzyme production, control of [[protein|D343D2096664A972026D911E7A17A35C7B1CD1C9]] activity
 BSU_15030, spoVV, transporter for dipicolinic acid across the outer forespore membrane, transport of dipicolinic acid across the outer forespore membrane
 BSU_31720, degQ, stimulates production of degradative enzymes and of extracellular poly-gamma-glutamate, gene is not expressed in the lab strain 168 due to  promoter down mutation in the -10 region (T - 10  ---> C)
 BSU_17340, hfq, RNA chaperone, unknown
 new_3049503_3049699_c, S1142, new RNA feature, new_3049503_3049699_c
 new_3276435_3276513_c, S1226, new RNA feature, new_3276435_3276513_c
 BSU_11330, fabHA, beta-ketoacyl-acyl carrier protein synthase III, BSU_11330
 BSU_34240, epsM, UDP-2,6-trideoxy-2-acetamido-4-amino glucose acetyltransferase
 new_3305322_3305430_c, S1242, new RNA feature, new_3305322_3305430_c
 new_1032054_1034008, S331, new RNA feature,
 new_1032054_1034008, , ,
 new_2887590_2887779_c, S1069, new RNA feature, new_2887590_2887779_c
 new_1782643_1782712, S614, new RNA feature, new_1782643_1782712
 BSU_16120, topA, DNA topoisomerase I, relaxation of negatively supercoiled DNA behind RNA polymerase
 new_4194210_4195441_c, S1573, new RNA feature, new_4194210_4195441_c
 BSU_32560, frlR, transcriptional regulator ([wiki|GntR family]), regulation of utilization of sugar amines
 new_3744322_3745406_c, S1402, new RNA feature,
 new_3744322_3745406_c, , ,
 BSU_36910, ywlG, affects the level of [[protein|3054CD45713BBD69C2A528DE24AF6AF37175FD9D]] modification, control of [[protein|3054CD45713BBD69C2A528DE24AF6AF37175FD9D]] modification
 new_3913898_3914008, S1470, new RNA feature, new_3913898_3914008
 BSU_07290, yfnF, unknown, unknown
 BSU_26090, yqbJ, similar to phage-related protein, unknown
 new_2699244_2699382, S983, new RNA feature, new_2699244_2699382
 BSU_23040, fer, ferredoxin, electron transfer
 BSU_38840, yxkD, unknown, unknown
 BSU_rRNA_30, rrnE-16S, 16S rRNA, translation
 BSU_15290, ftsZ, cell-division initiation protein (septum formation), formation of Z-ring
 BSU_07710, ltaS, major polyglycerolphosphate lipoteichoic acid synthase, BSU_07710
 BSU_27630, yrvD, unknown, unknown
 BSU_25980, yqbT, similar to phage-related protein, unknown
 new_3786458_3786619_c, S1425, new RNA feature,
 new_3786458_3786619_c, , ,
 BSU_40570, yybO, similar to permease, unknown
 BSU_11010, yitJ, bifunctional homocysteine S-methyltransferase/5, BSU_11010
 BSU_10270, lcfB, long-chain fatty-acid-CoA ligase, BSU_10270
 BSU_27370, mltG, lytic tranglycosylases, BSU_27370
 new_2904537_2904679_c, S1075, new RNA feature,
 new_2904537_2904679_c, , ,
 new_840528_841664_c, S268, new RNA feature, new_840528_841664_c
 BSU_25360, yqfC, sporulation protein, unknown
 BSU_06370, pbuG, hypoxanthin/ guanine permease, hypoxanthine and guanine uptake
 BSU_24730, comGA, late competence protein, binds and transports transforming DNA
 new_2908738_2908833_c, S1076, new RNA feature, new_2908738_2908833_c
 new_3873771_3874382, S1459, new RNA feature,
 new_3873771_3874382, , ,
 new_2208373_2208745, S784, new RNA feature,
 new_2208373_2208745, , ,
 BSU_11230, carA, carbamoyl-phosphate transferase-arginine (subunit A), biosynthesis of arginine
 BSU_27310, pbpI, [wiki|sporulation]-specific class B penicillin-binding protein 4b, unknown
 new_335729_336091_c, S109, new RNA feature, new_335729_336091_c
 BSU_16270, fliK, flagellar hook-length control, BSU_16270
 new_3604923_3604992, S1337, new RNA feature, new_3604923_3604992
 new_1949513_1949584_c, S678, new RNA feature, new_1949513_1949584_c
 BSU_misc_RNA_62, mswJ, , 
 BSU_39160, yxiI, unknown, unknown
 BSU_39390, hutM, histidine permease, histidine uptake
 new_1090331_1090400, S358, new RNA feature,
 new_1090331_1090400, , ,
 BSU_40578, yyzK, unknown, BSU_40578
 BSU_16660, truB, tRNA pseudouridine 55 synthase, tRNA modification
 BSU_03440, tlpC, membrane-bound chemotaxis receptor, BSU_03440
 BSU_03530, ycxA, unknown, unknown
 new_2951898_2952204, S1088, new RNA feature, new_2951898_2952204
 BSU_04790, ydcK, , unknown
 new_2517757_2517885_c, S913, new RNA feature, new_2517757_2517885_c
 BSU_06036, ydzT/3, putative integrase (fragment), BSU_06036
 new_3555807_3555901_c, S1320, new RNA feature,
 new_3555807_3555901_c, , ,
 new_367293_368962, S121, new RNA feature,
 new_367293_368962, , ,
 BSU_23230, ypuF, unknown, unknown
 BSU_32000, dhbA,2,3-dihydroxybenzoate dehydrogenase
 BSU_31800, yueF, membrane protein, may control [wiki|cell wall synthesis ]by the [wiki|penicillin-binding proteins]
 BSU_13590, mtnW,2, Rubisco-like protein
 BSU_36500, ywoB, unknown, unknown
 BSU_32150, paiA, spermine/spermidine-N-acetyltransferase, control of intracellular polyamine concentrations
 BSU_rRNA_21, rrnB-5S, 5S rRNA, translation
 BSU_24960, pstBA, phosphate [wiki|ABC transporter] (ATP-binding protein), high-affinity phosphate uptake
 BSU_38810, msmX, multiple sugar [wiki|ABC transporter ](ATP-binding protein), uptake of maltodextrin
 BSU_tRNA_18, trnJ-Arg, null, translation
 BSU_26935, BSU_26935, , 
 BSU_08425, mprF, synthesis of lysylphosphatidylglycerol (L-PG), BSU_08425
 BSU_19490, gerT, spore coat protein, BSU_19490
 BSU_38640, yxlH, similar to multidrug-efflux transporter, unknown
 BSU_15910, fabG, beta-ketoacyl-acyl carrier protein reductase, fatty acid biosynthesis
 new_3263786_3264226_c, S1221, new RNA feature,
 new_3263786_3264226_c, , ,
 BSU_09500, yhdK, anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein, BSU_09500
 new_3045221_3045329_c, S1139, new RNA feature, new_3045221_3045329_c
 BSU_16845, ymfF, unknown, unknown
 BSU_29770, ytxH, general stress protein, unknown
 BSU_23030, ypbB, unknown, unknown
 BSU_23850, zwf, glucose 6-phosphate dehydrogenase, BSU_23850
 BSU_19560, mhqD, may be involved in protection against methyl-hydroquinone, may be involved in protection against methyl-hydroquinone
 BSU_01010, nusG, transcription termination and pausing factor, transcription
 new_1640646_1640719, S571, new RNA feature, new_1640646_1640719
 BSU_05510, ydfQ, similar to thioredoxin, unknown
 BSU_05820, gmuA, glucomannan-specific permease of the [wiki|phosphotransferase systems|phosphotransferase system], BSU_05820
 new_4068171_4068967, S1523, new RNA feature, new_4068171_4068967
 BSU_14460, ykpC, unknown, unknown
 BSU_23750, yqjT, unknown, unknown
 BSU_39630, yxdM, [wiki|ABC transporter] (permease), export of toxic peptides
 BSU_29980, ytjP, similar to metallopeptidase, unknown
 BSU_18690, yoaP, unknown, unknown
 new_495406_495699_c, S148, new RNA feature, new_495406_495699_c
 new_2882791_2882902_c, S1066, new RNA feature, new_2882791_2882902_c
 new_2349590_2349664, S849, new RNA feature,
 new_2349590_2349664, , ,
 new_671929_671993, S221, new RNA feature,
 new_671929_671993, , ,
 new_1439340_1439447, S494, new RNA feature,
 new_1439340_1439447, , ,
 BSU_tRNA_40, trnD-Gln, null, translation
 BSU_06450, purC, phosphoribosylaminoimidazole succinocarboxamide synthase, purine biosynthesis
 new_3420519_3421486, S1279, new RNA feature,
 new_3420519_3421486, , ,
 BSU_22850, seaA, involved in spore envelope assembly, involved in spore envelope assembly
 BSU_24480, yqhR, unknown, unknown
 BSU_06038, ydzT/5, putative integrase (fragment), BSU_06038
 new_600907_601740_c, S195, new RNA feature,
 new_600907_601740_c, , ,
 BSU_12815, spoIISC, anti-toxin to [[protein|CD14C88E9976964A0D25BAA22C395A5A6951654D]], 
 new_3979408_3979516_c, S1487, new RNA feature, new_3979408_3979516_c
 BSU_01030, rplA, ribosomal protein UL1, translation
 BSU_18450, gltA, large subunit of glutamate synthase, BSU_18450
 new_2798090_2798150_c, S1039, new RNA feature, new_2798090_2798150_c
 new_2826743_2826818_c, S1046, new RNA feature, new_2826743_2826818_c
 new_3733968_3734142_c, S1397, new RNA feature, new_3733968_3734142_c
 new_4215437_4215505_c, S1582, new RNA feature, new_4215437_4215505_c
 new_2715533_2715718_c, S996, new RNA feature,
 new_2715533_2715718_c, , ,
 BSU_29220, ytsJ, bifunctional malic/malolactic enzyme, malate utilization
 BSU_tRNA_6, trnO-Ala, tRNA-Ala, translation
 BSU_05220, ydeJ, unknown, unknown
 BSU_03350, yciB, putative L, BSU_03350
 BSU_38230, ywcB, unknown, unknown
 BSU_12560, xpf, PBSX phage RNA polymerase sigma factor, transcription of PBSX prophage genes
 BSU_14590, pdhB, pyruvate dehydrogenase (E1 beta subunit), links glycolysis and TCA cycle
 BSU_10900, yisY, spore coat protein, BSU_10900
 BSU_26400, yrkS, unknown, unknown
 BSU_38499, ywzH, unknown, unknown
 BSU_36230, ugd, UDP-glucose dehydrogenase, unknown
 BSU_32880, mdtP, multidrug-efflux transporter, multidrug resistance
 BSU_06077, ydzW/4, putative phosphomannomutase, BSU_06077
 BSU_26399, BSU_26399, , 
 BSU_32719, yuzK, unknown, unknown
 BSU_26610, yrkA, similar to magnesium exporter, unknown
 BSU_35470, comFA, membrane-associated DNA-dependent ATPase, BSU_35470
 BSU_39180, yxiH, unknown, unknown
 BSU_06079, ydzW/6, putative phosphomannomutase, BSU_06079
 BSU_27940, rpmA, ribosomal protein, translation
 new_2576155_2576328, S935, new RNA feature, new_2576155_2576328
 new_514779_515106, S160, new RNA feature,
 new_514779_515106, , ,
 new_1747032_1747122, S600, new RNA feature,
 new_1747032_1747122, , ,
 BSU_34700, psdA, [wiki|ABC transporter] (ATP-binding protein) for the export of lipid II-binding lantibiotics, BSU_34700
 BSU_30640, ytkC, similar to autolytic amidase, unknown
 new_2078548_2079183_c, S726, new RNA feature, new_2078548_2079183_c
 BSU_36380, rapD, response regulator aspartate phosphatase, BSU_36380
 BSU_06319, ydzX, unknown, unknown
 BSU_04240, ydzA, unknown, unknown
 BSU_19820, sprB, recombination directionality factor, BSU_19820
 BSU_27430, glnQ, glutamine [wiki|ABC transporter ](ATP-binding protein), glutamine uptake
 BSU_33150, yvqK, ATP:cob(I)alamin adenosyltransferase, unknown
 new_1442102_1442346_c, S496, new RNA feature, new_1442102_1442346_c
 new_3614978_3615063_c, S1342, new RNA feature,
 new_3614978_3615063_c, , ,
 new_935578_935655, S297, new RNA feature, new_935578_935655
 new_598659_598728, S191, new RNA feature, new_598659_598728
 BSU_18660, yoaM, unknown, unknown
 BSU_19920, yotD, similar to acyl-CoA synthetase, unknown
 BSU_11900, yjcL, unknown, unknown
 BSU_20070, yosM, putative SPbeta phage subunit of nucleoside diphosphate reductase, unknown
 new_3307598_3308367, S1243, new RNA feature,
 new_3307598_3308367, , ,
 BSU_21740, ypmR, unknown, unknown
 BSU_13300, mgtE, primary magnesium transporter, magnesium uptake
 BSU_03820, fpbP, petrobactin (3.4-catecholate siderophore) [wiki|ABC transporter] (ATP-binding protein), acquisition of iron
 BSU_39990, qdoR, transcriptional regulator ([wiki|TetR family]), BSU_39990
 BSU_00670, tilS, trigger enzyme, BSU_00670
 new_2972164_2972328_c, S1096, new RNA feature,
 new_2972164_2972328_c, , ,
 new_3021090_3021169_c, S1121, new RNA feature, new_3021090_3021169_c
 BSU_03400, yckD, unknown, unknown
 BSU_11770, cotW, spore crust protein (insoluble fraction), BSU_11770
 BSU_00350, yazA, similar to endonuclease, unknown
 BSU_32840, fadN, 3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA), fatty acid degradation
 new_3528204_3528263_c, S1312, new RNA feature, new_3528204_3528263_c
 new_159149_159778_c, S62, new RNA feature, new_159149_159778_c
 BSU_04800, int, integrase, excision of the conjugative transposon ICEBs1 from the trnS-leu2 locus
 new_1933162_1933476, S672, new RNA feature, new_1933162_1933476
 BSU_21598, yoyK/1, part of the yoyK pseudogene, unknown
 BSU_06790, yeeD, unknown, unknown
 BSU_07420, yfmM, similar to [wiki|ABC transporter] (ATP-binding protein), unknown
 new_1211286_1211370, S402, new RNA feature,
 new_1211286_1211370, , ,
 BSU_30010, ythP, similar to [wiki|ABC transporter] (ATP-binding protein), unknown
 new_3034935_3035530, S1133, new RNA feature, new_3034935_3035530
 BSU_01900, ybcM, similar to glucosamine-fructose-6-phosphate aminotransferase, unknown
 BSU_11650, tenA, thiaminase II, thiamine salvage
 BSU_38090, vpr, minor extracellular serine protease, protein degradation
 BSU_12260, yjlA, similar to intracellular alkaline protease, unknown
 BSU_05560, ydgA, unknown, unknown
 BSU_30100, yteT, unknown, unknown
 BSU_29560, ytcI, similar to acetate-CoA ligase, unknown
 new_261536_261647_c, S93, new RNA feature, new_261536_261647_c
 BSU_09810, yhaZ, similar to alkyl purine DNA glycosylase, unknown
 BSU_36430, usd, putative [[protein|90DCE4F286D2C151D8BDBF0E024E6BBEC94E2397]] leader peptide, required for translation of [[protein|90DCE4F286D2C151D8BDBF0E024E6BBEC94E2397]]
 BSU_18908, yozY, unknown, unknown
 BSU_17845, yzzP, , 
 BSU_29260, ytpI, unknown, unknown
 BSU_35330, fliS, chaperone for the export of [[protein|E0BB77C8F1220E931D16A1FA6B75AE8907C76FDB|flagellin]], [[category|SW.4.1.1]]
 BSU_09510, yhdL, anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein, control of [[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] activity
 new_3708133_3708785, S1384, new RNA feature, new_3708133_3708785
 BSU_38170, qoxA, cytochrome aa3 quinol oxidase (subunit II), respiration
 BSU_37450, ywhK, unknown, unknown
 new_3258062_3259375, S1218, new RNA feature, new_3258062_3259375
 BSU_20340, yorL, similar to DNA polymerase III (alpha subunit), unknown
 BSU_27530, rarA, DNA-dependent ATPase, involved in processing recombination intermediates at replication forks
 BSU_22680, trpE, anthranilate synthase (subunit I), biosynthesis of tryptophan
 new_3361198_3361304_c, S1260, new RNA feature,
 new_3361198_3361304_c, , ,
 BSU_tRNA_71, trnB-Ser2, null, translation
 new_3590364_3590602, S1333, new RNA feature,
 new_3590364_3590602, , ,
 BSU_36720, ywmE, general stress protein, BSU_36720
 BSU_40040, yxaA, putative glycerate kinase, unknown
 new_4005137_4005322_c, tlrBL, leader peptide for the control of [[gene|trlB]] expression, control of [[gene|65253C69BAE9679FE4475BFF76BBABBB0FA70C30]] expression
 new_35104_35236, S20, new RNA feature,
 new_35104_35236, , ,
 BSU_13010, ykgB, 6-phosphogluconolactonase, BSU_13010
 BSU_24500, yqhP, unknown, unknown
 BSU_36820, atpG, ATP synthase, BSU_36820
 BSU_23140, resB, part of haem translocase, BSU_23140
 BSU_35640, lytA, secretion of major autolysin [[protein|6A21293823151C6980BF52B31A4B249A8440F2E1]], autolysis
 new_4134916_4134995_c, S1548, new RNA feature,
 new_4134916_4134995_c, , ,
 new_35356_35458, S21, new RNA feature,
 new_35356_35458, , ,
 BSU_25070, ispG, similar to peptidoglycan acetylation, 6th step in the MEP pathway of isoprenoid biosynthesis
 BSU_21110, yonF, unknown, unknown
 new_500046_500120, S150, new RNA feature,
 new_500046_500120, , ,
 BSU_01240, rpmC, ribosomal protein UL29, translation
 BSU_36070, cotG, outer spore coat protein, resistance of the spore
 BSU_rRNA_24, rrnH-5S, 5S rRNA, translation
 BSU_28050, maf, nucleotide pyrophosphatase, unknown
 BSU_23560, mleN, malate-H<sup>+</sup>/Na<sup>+</sup>-lactate antiporter, malate uptake
 BSU_tRNA_33, trnD-Met, null, translation
 BSU_28300, ilvH, acetolactate synthase (small subunit), biosynthesis of branched-chain amino acids
 BSU_33080, liaR, two-component response regulator, BSU_33080
 BSU_10630, addA, ATP-dependent deoxyribonuclease (subunit A), responsible for end resection during dsDNA break repair
 BSU_02600, cwlJ, spore coat protein, BSU_02600
 BSU_05050, lrpA, transcriptional regulator (Lrp family) involved in repression of [[gene|BAE8062DA8538C9C83FFBA9684BECE9613EEFD2F]] transcription and [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent [wiki|sporulation], repression of [[gene|BAE8062DA8538C9C83FFBA9684BECE9613EEFD2F]] transcription and [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent [wiki|sporulation]
 BSU_06950, yesM, two-component sensor kinase, unknown
 new_176316_176924, S65, new RNA feature,
 new_176316_176924, , ,
 BSU_tRNA_16, trnJ-Gly, null, translation
 new_486278_486431, S142, new RNA feature,
 new_486278_486431, , ,
 BSU_31270, tgl, outer spore coat protein, BSU_31270
