"category id","category","gene locus","gene name"
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_19400",""
"SW.3.4.2.2.3","Control of response regulators/ other","BSU_40310",""
"SW.3.4.8","Quorum sensing","BSU_40310",""
"SW.6.8","Short peptides","BSU_40310",""
"SW.1.1.1.7","Penicillin-binding proteins","BSU_25000",""
"SW.2.2.1.4","TCA cycle","BSU_19370",""
"SW.5.1.2","SP-beta prophage","BSU_20710",""
"SW.3.3.1.7","tRNA","BSU_tRNA_8",""
"SW.2.5.2.5","Biosynthesis/ acquisition of nucleotides/ other","BSU_17380",""
"SW.6.1","Essential genes","BSU_17380",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_06180",""
"SW.2.2.2.17","Utilization of amino sugars","BSU_32550",""
"SW.2.3.3.3","Utilization of amino sugars","BSU_32550",""
"SW.6.2","Membrane proteins","BSU_32550",""
"SW.2.6.3","Phosphate metabolism","BSU_05740",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_05740",""
"SW.5.1.2","SP-beta prophage","BSU_20190",""
"SW.5.1.1","PBSX prophage","BSU_12749",""
"SW.6.2","Membrane proteins","BSU_05160",""
"SW.6.7","Proteins of unknown function","BSU_05160",""
"SW.6.2","Membrane proteins","BSU_38280",""
"SW.4.2.3","Sporulation/ other","BSU_29070",""
"SW.6.2","Membrane proteins","BSU_29070",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_29420",""
"SW.1.1.1.1","Biosynthesis of peptidoglycan","BSU_29790",""
"SW.2.6.1.1","Biosynthesis of peptidoglycan","BSU_29790",""
"SW.6.1","Essential genes","BSU_29790",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_25080",""
"SW.4.3.9","Resistance against oxidative and electrophile stress/ based on similarity","BSU_08720",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_33670",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_03490",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_03490",""
"SW.6.2","Membrane proteins","BSU_03490",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_03880",""
"SW.6.7","Proteins of unknown function","BSU_09730",""
"SW.2.6.4","Sulfur metabolism","BSU_15600",""
"SW.5.1.2","SP-beta prophage","BSU_19850",""
"SW.4.3.16","Biosynthesis of antibacterial compounds/ based on similarity","BSU_09965",""
"SW.6.2","Membrane proteins","BSU_09965",""
"SW.3.1.5","DNA repair/ recombination","BSU_25130",""
"SW.2.6.2.8","Biosynthesis of menaquinone","BSU_22740",""
"SW.3.2.1.2","Sigma factors","BSU_15320",""
"SW.3.4.1.1","Sigma factors","BSU_15320",""
"SW.3.3.5","Protein secretion","BSU_31900",""
"SW.4.3.16","Biosynthesis of antibacterial compounds/ based on similarity","BSU_31900",""
"SW.3.3.1.2","rRNA modification and maturation","BSU_23200",""
"SW.6.7","Proteins of unknown function","BSU_40574",""
"SW.3.3.1.7","tRNA","BSU_tRNA_63",""
"SW.2.6.4.1","Conversion of S-methyl cysteine to cysteine","BSU_29300",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_29300",""
"SW.3.3.1.12","Translation/ other","BSU_15720",""
"SW.3.3.4.1","Protein maturation","BSU_15720",""
"SW.4.1.1.2","Flagellar proteins","BSU_29730",""
"SW.6.2","Membrane proteins","BSU_29730",""
"SW.4.1.2","Biofilm formation","BSU_34850",""
"SW.6.2","Membrane proteins","BSU_34850",""
"SW.3.1.5","DNA repair/ recombination","BSU_29090",""
"SW.3.2.1.2","Sigma factors","BSU_01730",""
"SW.3.4.1.1","Sigma factors","BSU_01730",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_01730",""
"SW.6.7","Proteins of unknown function","BSU_11928",""
"SW.2.1.3","Electron transport/ other","BSU_27170",""
"SW.2.4.3","Lipid metabolism/ other","BSU_27170",""
"SW.3.4.2.5","Transcription factors/ other","BSU_27170",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_27170",""
"SW.2.6.6.3","Biosynthesis of dipicolinate","BSU_16730",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_16730",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_32070",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_24140",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_09240",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_30610",""
"SW.6.2","Membrane proteins","BSU_30610",""
"SW.3.2.1.2","Sigma factors","BSU_13450",""
"SW.3.4.1.1","Sigma factors","BSU_13450",""
"SW.4.3.4","Heat shock proteins","BSU_13450",""
"SW.4.3.14","Resistance against toxins/ antibiotics/ based on similarity","BSU_07460",""
"SW.6.2","Membrane proteins","BSU_07460",""
"SW.2.6.2.2","Biosynthesis/ acquisition of riboflavin/ FAD","BSU_23280",""
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_28950",""
"SW.6.2","Membrane proteins","BSU_33310",""
"SW.6.2","Membrane proteins","BSU_02180",""
"SW.6.7","Proteins of unknown function","BSU_02180",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_33990",""
"SW.2.2.1.5","Overflow metabolism","BSU_37660",""
"SW.6.2","Membrane proteins","BSU_01550",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_14200",""
"SW.6.7","Proteins of unknown function","BSU_05450",""
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_28090",""
"SW.6.1","Essential genes","BSU_28090",""
"SW.5.1.2","SP-beta prophage","BSU_20510",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_18",""
"SW.6.1","Essential genes","BSU_14530",""
"SW.6.7","Proteins of unknown function","BSU_23670",""
"SW.6.2","Membrane proteins","BSU_21720",""
"SW.6.7","Proteins of unknown function","BSU_21720",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_28960",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_31420",""
"SW.3.3.1.7","tRNA","BSU_tRNA_58",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_08910",""
"SW.4.1.1.3","Flagellar proteins/ based on similarity","BSU_16080",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_25520",""
"SW.2.3.1.2","Biosynthesis/ acquisition of proline","BSU_18470",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_18470",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_37740",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_37740",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_33730",""
"SW.6.2","Membrane proteins","BSU_33730",""
"SW.6.7","Proteins of unknown function","BSU_17250",""
"SW.6.2","Membrane proteins","BSU_39790",""
"SW.6.7","Proteins of unknown function","BSU_39790",""
"SW.2.3.3.1","Utilization of nitrate/ nitrite","BSU_03320",""
"SW.4.3.17","Toxins, antitoxins and immunity against toxins","BSU_33780",""
"SW.6.2","Membrane proteins","BSU_33780",""
"SW.6.7","Proteins of unknown function","BSU_05280",""
"SW.5.1.2","SP-beta prophage","BSU_20880",""
"SW.3.3.5","Protein secretion","BSU_31890",""
"SW.6.2","Membrane proteins","BSU_31890",""
"SW.3.1.8","Genetics/ other/ based on similarity","BSU_21050",""
"SW.5.1.2","SP-beta prophage","BSU_21050",""
"SW.4.1.1.2","Flagellar proteins","BSU_16240",""
"SW.6.7","Proteins of unknown function","BSU_24920",""
"SW.3.3.1.4","Ribosomal proteins","BSU_00520",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_00520",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_05040",""
"SW.2.5.2.4","Biosynthesis/ acquisition of pyrimidine nucleotides","BSU_16510",""
"SW.5.1.2","SP-beta prophage","BSU_20260",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_17200",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_17200",""
"SW.2.2.2.26","Utilization of pectin","BSU_30120",""
"SW.1.1.2","Cell shape","BSU_14470",""
"SW.4.3.4","Heat shock proteins","BSU_14470",""
"SW.6.2","Membrane proteins","BSU_14470",""
"SW.3.4.2.2.3","Control of response regulators/ other","BSU_21940",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_15030",""
"SW.6.2","Membrane proteins","BSU_15030",""
"SW.3.4.2.2.3","Control of response regulators/ other","BSU_31720",""
"SW.4.1.2","Biofilm formation","BSU_31720",""
"SW.3.2.2","RNA chaperones","BSU_17340",""
"SW.2.4.2.1","Biosynthesis of fatty acids","BSU_11330",""
"SW.4.1.2","Biofilm formation","BSU_34240",""
"SW.3.1.3","DNA condensation/ segregation","BSU_16120",""
"SW.2.2.2.17","Utilization of amino sugars","BSU_32560",""
"SW.2.3.3.3","Utilization of amino sugars","BSU_32560",""
"SW.3.4.2.5","Transcription factors/ other","BSU_32560",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_07290",""
"SW.5.1.3","Skin element","BSU_26090",""
"SW.2.1.3","Electron transport/ other","BSU_23040",""
"SW.6.7","Proteins of unknown function","BSU_38840",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_30",""
"SW.6.1","Essential genes","BSU_15290",""
"SW.6.2","Membrane proteins","BSU_15290",""
"SW.1.1.1.3","Biosynthesis of lipoteichoic acid","BSU_07710",""
"SW.2.6.1.2","Biosynthesis of lipoteichoic acid","BSU_07710",""
"SW.6.2","Membrane proteins","BSU_07710",""
"SW.6.7","Proteins of unknown function","BSU_27630",""
"SW.5.1.3","Skin element","BSU_25980",""
"SW.6.2","Membrane proteins","BSU_40570",""
"SW.2.3.1.11","Biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity","BSU_11010",""
"SW.6.2","Membrane proteins","BSU_11010",""
"SW.2.4.1.3","Utilization of fatty acids","BSU_10270",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_27370",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_25360",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_06370",""
"SW.6.2","Membrane proteins","BSU_06370",""
"SW.3.1.7","Genetic competence","BSU_24730",""
"SW.4.1.3","Genetic competence","BSU_24730",""
"SW.6.2","Membrane proteins","BSU_24730",""
"SW.2.3.1.4","Biosynthesis/ acquisition of arginine","BSU_11230",""
"SW.1.1.1.7","Penicillin-binding proteins","BSU_27310",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_27310",""
"SW.4.1.1.2","Flagellar proteins","BSU_16270",""
"SW.6.7","Proteins of unknown function","BSU_39160",""
"SW.2.3.1.14","Biosynthesis/ acquisition of histidine","BSU_39390",""
"SW.2.3.2.5","Utilization of histidine","BSU_39390",""
"SW.6.2","Membrane proteins","BSU_39390",""
"SW.6.7","Proteins of unknown function","BSU_40578",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_16660",""
"SW.6.2","Membrane proteins","BSU_03440",""
"SW.6.2","Membrane proteins","BSU_03530",""
"SW.6.7","Proteins of unknown function","BSU_03530",""
"SW.6.7","Proteins of unknown function","BSU_04790",""
"SW.5.1.5","Prophage 3","BSU_06036",""
"SW.6.10","Pseudogenes","BSU_06036",""
"SW.6.7","Proteins of unknown function","BSU_23230",""
"SW.2.6.5.1","Acquisition of iron / Other","BSU_32000",""
"SW.6.2","Membrane proteins","BSU_31800",""
"SW.2.3.1.10","Biosynthesis/ acquisition of methionine/ S-adenosylmethionine","BSU_13590",""
"SW.6.2","Membrane proteins","BSU_36500",""
"SW.6.7","Proteins of unknown function","BSU_36500",""
"SW.2.6.6.6","Metabolism of polyamines","BSU_32150",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_21",""
"SW.2.6.3","Phosphate metabolism","BSU_24960",""
"SW.6.2","Membrane proteins","BSU_24960",""
"SW.2.2.2.21","Utilization of melibiose","BSU_38810",""
"SW.2.2.2.23","Utilization of starch/ maltodextrin","BSU_38810",""
"SW.6.2","Membrane proteins","BSU_38810",""
"SW.3.3.1.7","tRNA","BSU_tRNA_18",""
"SW.2.4.2.2","Biosynthesis of phospholipids","BSU_08425",""
"SW.6.2","Membrane proteins","BSU_08425",""
"SW.4.3.14","Resistance against toxins/ antibiotics/ based on similarity","BSU_38640",""
"SW.6.2","Membrane proteins","BSU_38640",""
"SW.2.4.2.1","Biosynthesis of fatty acids","BSU_15910",""
"SW.6.1","Essential genes","BSU_15910",""
"SW.3.4.1.2","Control of sigma factors","BSU_09500",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_09500",""
"SW.6.2","Membrane proteins","BSU_09500",""
"SW.6.7","Proteins of unknown function","BSU_16845",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_29770",""
"SW.6.7","Proteins of unknown function","BSU_23030",""
"SW.2.2.1.3","Pentose phosphate pathway","BSU_23850",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_19560",""
"SW.3.2.1.3","Transcription elongation/ termination","BSU_01010",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_05510",""
"SW.2.2.2.25","Utilization of glucomannan","BSU_05820",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_14460",""
"SW.6.7","Proteins of unknown function","BSU_23750",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_39630",""
"SW.6.2","Membrane proteins","BSU_39630",""
"SW.6.7","Proteins of unknown function","BSU_18690",""
"SW.3.3.1.7","tRNA","BSU_tRNA_40",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_06450",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_22850",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_24480",""
"SW.5.1.5","Prophage 3","BSU_06038",""
"SW.6.10","Pseudogenes","BSU_06038",""
"SW.2.3.1.1","Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation","BSU_18450",""
"SW.2.2.2.1","Utilization of organic acids","BSU_29220",""
"SW.3.3.1.7","tRNA","BSU_tRNA_6",""
"SW.6.2","Membrane proteins","BSU_05220",""
"SW.6.7","Proteins of unknown function","BSU_05220",""
"SW.6.2","Membrane proteins","BSU_03350",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_38230",""
"SW.6.2","Membrane proteins","BSU_38230",""
"SW.3.2.1.2","Sigma factors","BSU_12560",""
"SW.3.4.1.1","Sigma factors","BSU_12560",""
"SW.5.1.1","PBSX prophage","BSU_12560",""
"SW.2.2.1.4","TCA cycle","BSU_14590",""
"SW.6.2","Membrane proteins","BSU_14590",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_10900",""
"SW.6.7","Proteins of unknown function","BSU_26400",""
"SW.6.7","Proteins of unknown function","BSU_38499",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_32880",""
"SW.6.2","Membrane proteins","BSU_32880",""
"SW.5.1.5","Prophage 3","BSU_06077",""
"SW.6.10","Pseudogenes","BSU_06077",""
"SW.6.7","Proteins of unknown function","BSU_32719",""
"SW.3.1.7","Genetic competence","BSU_35470",""
"SW.4.1.3","Genetic competence","BSU_35470",""
"SW.6.2","Membrane proteins","BSU_35470",""
"SW.6.7","Proteins of unknown function","BSU_39180",""
"SW.5.1.5","Prophage 3","BSU_06079",""
"SW.6.10","Pseudogenes","BSU_06079",""
"SW.3.3.1.4","Ribosomal proteins","BSU_27940",""
"SW.6.1","Essential genes","BSU_27940",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_34700",""
"SW.6.2","Membrane proteins","BSU_34700",""
"SW.1.1.3.2","Autolysis/ based on similarity","BSU_30640",""
"SW.6.2","Membrane proteins","BSU_30640",""
"SW.3.1.7","Genetic competence","BSU_36380",""
"SW.3.3.4.4","Protein phosphatases","BSU_36380",""
"SW.3.4.2.2.2","Response regulator aspartate phosphatase","BSU_36380",""
"SW.3.4.8","Quorum sensing","BSU_36380",""
"SW.4.1.3","Genetic competence","BSU_36380",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_36380",""
"SW.6.7","Proteins of unknown function","BSU_06319",""
"SW.6.7","Proteins of unknown function","BSU_04240",""
"SW.3.1.5.1","Excision of prophages","BSU_19820",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_19820",""
"SW.5.1.2","SP-beta prophage","BSU_19820",""
"SW.2.3.1.1","Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation","BSU_27430",""
"SW.2.3.2.1","Utilization of glutamine/ glutamate","BSU_27430",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_27430",""
"SW.6.2","Membrane proteins","BSU_27430",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_33150",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_18660",""
"SW.5.1.2","SP-beta prophage","BSU_19920",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_19920",""
"SW.6.7","Proteins of unknown function","BSU_11900",""
"SW.5.1.2","SP-beta prophage","BSU_20070",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_20070",""
"SW.6.7","Proteins of unknown function","BSU_21740",""
"SW.6.2","Membrane proteins","BSU_13300",""
"SW.6.2","Membrane proteins","BSU_03820",""
"SW.3.4.2.5","Transcription factors/ other","BSU_39990",""
"SW.4.3.10","Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)","BSU_39990",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_00670",""
"SW.3.4.2.5","Transcription factors/ other","BSU_00670",""
"SW.3.4.2.7","Control of transcription factor (other than two-component system)","BSU_00670",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_00670",""
"SW.6.1","Essential genes","BSU_00670",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_03400",""
"SW.6.7","Proteins of unknown function","BSU_00350",""
"SW.2.4.1.3","Utilization of fatty acids","BSU_32840",""
"SW.5.2.1","ICEBs1","BSU_04800",""
"SW.5.1.2","SP-beta prophage","BSU_21598",""
"SW.6.10","Pseudogenes","BSU_21598",""
"SW.6.7","Proteins of unknown function","BSU_06790",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_30010",""
"SW.6.2","Membrane proteins","BSU_30010",""
"SW.2.2.2.26","Utilization of pectin","BSU_01900",""
"SW.5.1.4","Prophage 1","BSU_01900",""
"SW.6.2","Membrane proteins","BSU_01900",""
"SW.2.6.2.3","Biosynthesis/ acquisition of thiamine","BSU_11650",""
"SW.2.3.3.5","Utilization of proteins","BSU_38090",""
"SW.6.2","Membrane proteins","BSU_12260",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_12260",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_05560",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_30100",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_29560",""
"SW.3.1.6","DNA repair/ recombination/ based on similarity","BSU_09810",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_36430",""
"SW.6.7","Proteins of unknown function","BSU_18908",""
"SW.6.7","Proteins of unknown function","BSU_29260",""
"SW.4.1.1.2","Flagellar proteins","BSU_35330",""
"SW.3.4.1.2","Control of sigma factors","BSU_09510",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_09510",""
"SW.6.1","Essential genes","BSU_09510",""
"SW.6.2","Membrane proteins","BSU_09510",""
"SW.2.1.2.1","Terminal oxidases","BSU_38170",""
"SW.6.2","Membrane proteins","BSU_38170",""
"SW.6.7","Proteins of unknown function","BSU_37450",""
"SW.3.1.2","DNA replication/ based on similarity","BSU_20340",""
"SW.5.1.2","SP-beta prophage","BSU_20340",""
"SW.2.3.1.13","Biosynthesis/ acquisition of aromatic amino acids","BSU_22680",""
"SW.3.3.1.7","tRNA","BSU_tRNA_71",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_36720",""
"SW.6.2","Membrane proteins","BSU_36720",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_40040",""
"SW.2.2.1.3","Pentose phosphate pathway","BSU_13010",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_13010",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_24500",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_24500",""
"SW.6.2","Membrane proteins","BSU_24500",""
"SW.6.2","Membrane proteins","BSU_36820",""
"SW.2.1.2.4","Respiration/ other","BSU_23140",""
"SW.6.2","Membrane proteins","BSU_23140",""
"SW.1.1.3.1","Autolysis","BSU_35640",""
"SW.6.2","Membrane proteins","BSU_35640",""
"SW.2.4.2.3","Biosynthesis of isoprenoids","BSU_25070",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_25070",""
